id,oieReference,nationalReference,adminDivision,location,epiUnitType,clusterCount,startDate,endDate,createdByReportId,lastUpdateReportId,longitude,latitude,description,speciesNumber,start,end,epiUnit
114271,ob_114271,,Kiskunmajsa,Szank,Farm,1,2023-02-15T00:00:00.000+00:00,2023-02-17T00:00:00.000+00:00,159419,159770,19.65379,46.56025,,1,2/14/2023,2/16/2023,Farm
114009,ob_114009,,Kiskunmajsa,Szank,Farm,1,2023-02-02T00:00:00.000+00:00,2023-02-14T00:00:00.000+00:00,159311,159770,19.643564,46.567675,,1,2/1/2023,2/13/2023,Farm
110441,ob_110441,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-12-07T00:00:00.000+00:00,2022-12-08T00:00:00.000+00:00,158279,159770,19.63963,46.52063,,1,12/6/2022,12/7/2022,Farm
114272,ob_114272,,Kiskunmajsa,Kiskunmajsa,Farm,1,2023-02-15T00:00:00.000+00:00,2023-02-16T00:00:00.000+00:00,159419,159770,19.74358,46.47573,,1,2/14/2023,2/15/2023,Farm
111745,ob_111745,,Kiskőrös,Császártöltés,Farm,1,2023-01-04T00:00:00.000+00:00,2023-01-06T00:00:00.000+00:00,158617,159419,19.158443,46.41728,,1,1/3/2023,1/5/2023,Farm
110443,ob_110443,,Kiskunfélegyháza,Kiskunfélegyháza,Farm,1,2022-12-11T00:00:00.000+00:00,2022-12-19T00:00:00.000+00:00,158279,158696,19.807464,46.689485,,1,12/10/2022,12/18/2022,Farm
110442,ob_110442,,Kiskőrös,Bócsa,Farm,1,2022-12-09T00:00:00.000+00:00,2022-12-22T00:00:00.000+00:00,158279,158696,19.462954,46.59827,,1,12/8/2022,12/21/2022,Farm
110439,ob_110439,,Kiskunhalas,Kisszállás,Farm,1,2022-12-06T00:00:00.000+00:00,2022-12-14T00:00:00.000+00:00,158279,158696,19.530357,46.27629,,1,12/5/2022,12/13/2022,Farm
110440,ob_110440,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-12-06T00:00:00.000+00:00,2022-12-14T00:00:00.000+00:00,158279,158696,19.632469,46.52455,,1,12/5/2022,12/13/2022,Farm
110436,ob_110436,,Kiskunhalas,Kiskunhalas,Farm,1,2022-12-05T00:00:00.000+00:00,2022-12-13T00:00:00.000+00:00,158279,158696,19.55766,46.42518,,1,12/4/2022,12/12/2022,Farm
110438,ob_110438,,Jánoshalma,Mélykút,Farm,1,2022-12-05T00:00:00.000+00:00,2022-12-13T00:00:00.000+00:00,158279,158696,19.389784,46.18163,,1,12/4/2022,12/12/2022,Farm
110435,ob_110435,,Kiskunmajsa,Szank,Farm,1,2022-12-04T00:00:00.000+00:00,2022-12-10T00:00:00.000+00:00,158279,158696,19.62569,46.565,,1,12/3/2022,12/9/2022,Farm
110437,ob_110437,,Kiskunmajsa,Móricgát,Farm,1,2022-12-03T00:00:00.000+00:00,2022-12-09T00:00:00.000+00:00,158279,158696,19.677088,46.63174,,1,12/2/2022,12/8/2022,Farm
110077,ob_110077,,Kiskunmajsa,Móricgát,Farm,1,2022-12-02T00:00:00.000+00:00,2022-12-09T00:00:00.000+00:00,158194,158696,19.653214,46.62563,,1,12/1/2022,12/8/2022,Farm
110073,ob_110073,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-12-01T00:00:00.000+00:00,2022-12-11T00:00:00.000+00:00,158194,158696,19.639443,46.516126,,1,11/30/2022,12/10/2022,Farm
110074,ob_110074,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-12-01T00:00:00.000+00:00,2022-12-10T00:00:00.000+00:00,158194,158696,19.648627,46.49747,,1,11/30/2022,12/9/2022,Farm
110075,ob_110075,,Kiskőrös,Bócsa,Farm,1,2022-12-01T00:00:00.000+00:00,2022-12-10T00:00:00.000+00:00,158194,158696,19.448554,46.61994,,1,11/30/2022,12/9/2022,Farm
110076,ob_110076,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-29T00:00:00.000+00:00,2022-12-02T00:00:00.000+00:00,158194,158696,19.656645,46.49915,,1,11/28/2022,12/1/2022,Farm
110071,ob_110071,,Kiskunhalas,Kiskunhalas,Farm,1,2022-11-28T00:00:00.000+00:00,2022-12-13T00:00:00.000+00:00,158194,158696,19.604347,46.4389,,1,11/27/2022,12/12/2022,Farm
110070,ob_110070,,Kiskőrös,Tázlár,Farm,1,2022-11-28T00:00:00.000+00:00,2022-12-13T00:00:00.000+00:00,158194,158696,19.530264,46.54694,,1,11/27/2022,12/12/2022,Farm
110066,ob_110066,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-27T00:00:00.000+00:00,2022-12-11T00:00:00.000+00:00,158194,158696,19.83575,46.44869,,1,11/26/2022,12/10/2022,Farm
110067,ob_110067,,Kiskunmajsa,Jászszentlászló,Farm,1,2022-11-27T00:00:00.000+00:00,2022-12-09T00:00:00.000+00:00,158194,158696,19.7895,46.5464,,1,11/26/2022,12/8/2022,Farm
110068,ob_110068,,Kiskunmajsa,Kömpöc,Farm,1,2022-11-27T00:00:00.000+00:00,2022-12-14T00:00:00.000+00:00,158194,158696,19.878076,46.45172,,1,11/26/2022,12/13/2022,Farm
110069,ob_110069,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-27T00:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158194,158696,19.829871,46.46047,,1,11/26/2022,11/30/2022,Farm
110072,ob_110072,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-27T00:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158194,158696,19.851216,46.44412,,1,11/26/2022,11/30/2022,Farm
110005,ob_110005,,Kiskunfélegyháza,Petőfiszállás,Farm,1,2022-11-27T23:00:00.000+00:00,2022-12-02T00:00:00.000+00:00,158181,158696,19.891596,46.6336,,1,11/27/2022,12/1/2022,Farm
110006,ob_110006,,Jánoshalma,Jánoshalma,Farm,1,2022-11-27T23:00:00.000+00:00,2022-12-05T00:00:00.000+00:00,158181,158696,19.344527,46.27938,,1,11/27/2022,12/4/2022,Farm
110003,ob_110003,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-26T23:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158181,158696,19.85582,46.41766,,1,11/26/2022,11/30/2022,Farm
110004,ob_110004,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-26T23:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158181,158696,19.77528,46.49733,,1,11/26/2022,11/30/2022,Farm
109990,ob_109990,,Kiskunhalas,Kiskunhalas,Farm,1,2022-11-24T23:00:00.000+00:00,2022-11-30T00:00:00.000+00:00,158181,158696,19.480575,46.46014,,1,11/24/2022,11/29/2022,Farm
109992,ob_109992,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-24T23:00:00.000+00:00,2022-11-30T00:00:00.000+00:00,158181,158696,19.76996,46.46915,,1,11/24/2022,11/29/2022,Farm
109993,ob_109993,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-24T23:00:00.000+00:00,2022-11-30T00:00:00.000+00:00,158181,158696,19.61894,46.52517,,1,11/24/2022,11/29/2022,Farm
109995,ob_109995,,Kiskunmajsa,Kömpöc,Farm,1,2022-11-24T23:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158181,158617,19.878381,46.4571,,1,11/24/2022,11/30/2022,Farm
109997,ob_109997,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-24T23:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158181,158617,19.842729,46.44667,,1,11/24/2022,11/30/2022,Farm
109999,ob_109999,,Kiskunmajsa,Szank,Farm,1,2022-11-24T23:00:00.000+00:00,2022-12-02T00:00:00.000+00:00,158181,158617,19.627354,46.56628,,1,11/24/2022,12/1/2022,Farm
109987,ob_109987,,Kiskunmajsa,Jászszentlászló,Farm,1,2022-11-22T23:00:00.000+00:00,2022-11-23T00:00:00.000+00:00,158181,158617,19.78338,46.55675,,1,11/22/2022,11/22/2022,Farm
109985,ob_109985,,Kiskunmajsa,Kömpöc,Farm,1,2022-11-23T23:00:00.000+00:00,2022-12-01T00:00:00.000+00:00,158181,158617,19.878295,46.45704,,1,11/23/2022,11/30/2022,Farm
109982,ob_109982,,Kiskőrös,Tázlár,Farm,1,2022-11-22T23:00:00.000+00:00,2022-12-08T00:00:00.000+00:00,158181,158617,19.472723,46.56342,,1,11/22/2022,12/7/2022,Farm
109888,ob_109888,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-22T23:00:00.000+00:00,2022-11-23T23:00:00.000+00:00,158167,158167,19.8473,46.44253,,1,11/22/2022,11/23/2022,Farm
109514,ob_109514,,Kiskőrös,Bócsa,Farm,1,2022-11-23T23:00:00.000+00:00,2022-11-24T23:00:00.000+00:00,158056,158167,19.536336,46.618622,,1,11/23/2022,11/24/2022,Farm
109513,ob_109513,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-23T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.700779,46.543879,,1,11/23/2022,11/26/2022,Farm
109512,ob_109512,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-23T23:00:00.000+00:00,2022-11-25T23:00:00.000+00:00,158056,158167,19.70254,46.545107,,1,11/23/2022,11/25/2022,Farm
109511,ob_109511,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-23T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.644402,46.532441,,1,11/23/2022,11/26/2022,Farm
109510,ob_109510,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-23T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.725265,46.520024,,1,11/23/2022,11/26/2022,Farm
109509,ob_109509,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-22T23:00:00.000+00:00,2022-11-24T23:00:00.000+00:00,158056,158167,19.727489,46.537062,,1,11/22/2022,11/24/2022,Farm
109508,ob_109508,,Kecskemét,Orgovány,Farm,1,2022-11-22T23:00:00.000+00:00,2022-11-24T23:00:00.000+00:00,158056,158167,19.458284,46.735284,,1,11/22/2022,11/24/2022,Farm
109507,ob_109507,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-21T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.844208,46.442671,,1,11/21/2022,11/26/2022,Farm
109506,ob_109506,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-21T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.693469,46.484707,,1,11/21/2022,11/26/2022,Farm
109505,ob_109505,,Kiskunmajsa,Kömpöc,Farm,1,2022-11-21T23:00:00.000+00:00,2022-11-26T23:00:00.000+00:00,158056,158167,19.874751,46.449825,,1,11/21/2022,11/26/2022,Farm
109504,ob_109504,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-21T23:00:00.000+00:00,2022-11-24T23:00:00.000+00:00,158056,158167,19.687294,46.499678,,1,11/21/2022,11/24/2022,Farm
109503,ob_109503,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-20T23:00:00.000+00:00,2022-11-24T23:00:00.000+00:00,158056,158167,19.676447,46.485781,,1,11/20/2022,11/24/2022,Farm
109502,ob_109502,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-20T23:00:00.000+00:00,2022-11-25T23:00:00.000+00:00,158056,158167,19.69042,46.493138,,1,11/20/2022,11/25/2022,Farm
109206,ob_109206,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-19T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.726186,46.511456,,1,11/19/2022,11/22/2022,Farm
109205,ob_109205,,Kiskunhalas,Harkakötöny,Farm,1,2022-11-20T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.62088,46.45707,,1,11/20/2022,11/22/2022,Farm
109204,ob_109204,,Kiskunmajsa,Szank,Farm,1,2022-11-19T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.683815,46.559267,,1,11/19/2022,11/22/2022,Farm
109203,ob_109203,,Kiskunmajsa,Csólyospálos,Farm,1,2022-11-19T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.862,46.3873,,1,11/19/2022,11/22/2022,Farm
109202,ob_109202,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-18T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.68988,46.49169,,1,11/18/2022,11/22/2022,Farm
109201,ob_109201,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-18T23:00:00.000+00:00,2022-11-23T23:00:00.000+00:00,157992,158056,19.646619,46.540082,,1,11/18/2022,11/23/2022,Farm
109200,ob_109200,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-18T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.753716,46.465166,,1,11/18/2022,11/22/2022,Farm
109199,ob_109199,,Kiskőrös,Bócsa,Farm,1,2022-11-19T23:00:00.000+00:00,2022-11-22T23:00:00.000+00:00,157992,158056,19.49705,46.673759,,1,11/19/2022,11/22/2022,Farm
109198,ob_109198,,Kiskőrös,Bócsa,Farm,1,2022-11-14T23:00:00.000+00:00,2022-11-17T23:00:00.000+00:00,157992,158056,19.54551,46.61693,,1,11/14/2022,11/17/2022,Farm
109197,ob_109197,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-14T23:00:00.000+00:00,2022-11-16T23:00:00.000+00:00,157992,158056,19.678431,46.517887,,1,11/14/2022,11/16/2022,Farm
109196,ob_109196,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-16T23:00:00.000+00:00,2022-11-19T23:00:00.000+00:00,157992,158056,19.78125,46.49436,,1,11/16/2022,11/19/2022,Farm
109195,ob_109195,,Kiskőrös,Bócsa,Farm,1,2022-11-15T23:00:00.000+00:00,2022-11-17T23:00:00.000+00:00,157992,158056,19.532421,46.641252,,1,11/15/2022,11/17/2022,Farm
109194,ob_109194,,Kiskőrös,Bócsa,Farm,1,2022-11-15T23:00:00.000+00:00,2022-11-17T23:00:00.000+00:00,157992,158056,19.524528,46.640484,,1,11/15/2022,11/17/2022,Farm
109192,ob_109192,,Kiskunmajsa,Szank,Farm,1,2022-11-15T23:00:00.000+00:00,2022-11-17T23:00:00.000+00:00,157992,158056,19.692088,46.569793,,1,11/15/2022,11/17/2022,Farm
109190,ob_109190,,Kiskunfélegyháza,Bugac,Farm,1,2022-11-14T23:00:00.000+00:00,2022-11-16T23:00:00.000+00:00,157992,158056,19.68128,46.6956,,1,11/14/2022,11/16/2022,Farm
109189,ob_109189,,Kiskőrös,Bócsa,Farm,1,2022-11-14T23:00:00.000+00:00,2022-11-17T23:00:00.000+00:00,157992,158056,19.51327,46.645837,,1,11/14/2022,11/17/2022,Farm
108861,ob_108861,,Kiskőrös,Bócsa,Farm,1,2022-11-10T23:00:00.000+00:00,2022-11-15T23:00:00.000+00:00,157873,158056,19.53663,46.63089,,1,11/10/2022,11/15/2022,Farm
108863,ob_108863,,Kiskőrös,Bócsa,Farm,1,2022-11-11T23:00:00.000+00:00,2022-11-15T23:00:00.000+00:00,157873,158056,19.537992,46.62291,,1,11/11/2022,11/15/2022,Farm
108862,ob_108862,,Kiskőrös,Bócsa,Farm,1,2022-11-09T23:00:00.000+00:00,2022-11-15T23:00:00.000+00:00,157873,158056,19.537445,46.61957,,1,11/9/2022,11/15/2022,Farm
108860,ob_108860,,Kiskunfélegyháza,Bugac,Farm,1,2022-11-08T23:00:00.000+00:00,2022-11-09T23:00:00.000+00:00,157873,158056,19.661755,46.68631,,1,11/8/2022,11/9/2022,Farm
108859,ob_108859,,Kiskőrös,Bócsa,Farm,1,2022-11-07T23:00:00.000+00:00,2022-11-15T23:00:00.000+00:00,157873,158056,19.545777,46.62641,,1,11/7/2022,11/15/2022,Farm
108858,ob_108858,,Kiskunmajsa,Kiksunmajsa,Farm,1,2022-11-05T23:00:00.000+00:00,2022-11-09T23:00:00.000+00:00,157873,158056,19.741665,46.54423,,1,11/5/2022,11/9/2022,Farm
108857,ob_108857,,Kiskunfélegyháza,Bugac,Farm,1,2022-11-03T23:00:00.000+00:00,2022-11-09T23:00:00.000+00:00,157873,158056,19.663134,46.67918,,1,11/3/2022,11/9/2022,Farm
108809,ob_108809,,Kiskőrös,Bócsa,Farm,1,2022-11-02T23:00:00.000+00:00,2022-11-04T23:00:00.000+00:00,157832,158056,19.536083,46.62731,,1,11/2/2022,11/4/2022,Farm
108547,ob_108547,,Kiskunmajsa,Kiskunmajsa,Farm,1,2022-11-02T23:00:00.000+00:00,2022-11-05T23:00:00.000+00:00,157736,158056,19.77264,46.4899,,1,11/2/2022,11/5/2022,Farm
108540,ob_108540,,Kiskunfélegyháza,Bugac,Farm,1,2022-11-02T23:00:00.000+00:00,2022-11-03T23:00:00.000+00:00,157736,158056,19.65301,46.6784,,1,11/2/2022,11/3/2022,Farm
