id,oieReference,nationalReference,adminDivision,location,epiUnitType,clusterCount,startDate,endDate,createdByReportId,lastUpdateReportId,longitude,latitude,description,speciesNumber,start,end,epiUnit
115959,ob_115959,HPAI_2023_AG_2,Hallwilersee,Halwilersee,Body of water,1,2023-03-07T00:00:00.000+00:00,,159906,159906,8.212,47.291,,1,3/6/2023,12/31/1969,Body of water
115958,ob_115958,HPAI_2023_ZH_30,Langstrasse,Zürich,Other,1,2023-03-06T00:00:00.000+00:00,,159906,159906,8.532,47.386,,1,3/5/2023,12/31/1969,Other
115957,ob_115957,HPAI_2023_TG_7,Altnau,Altnau,Body of water,1,2023-03-06T00:00:00.000+00:00,,159906,159906,9.27,47.623,,1,3/5/2023,12/31/1969,Body of water
115955,ob_115955,HPAI_2023_TG_6,Kreuzlingen,Kreuzlingen,Body of water,1,2023-03-04T00:00:00.000+00:00,,159906,159906,9.194,47.648,,1,3/3/2023,12/31/1969,Body of water
115956,ob_115956,HPAI_2023_VD_5,Lac Léman,Lac Léman,Body of water,1,2023-03-05T00:00:00.000+00:00,,159906,159906,6.692,46.499,,1,3/4/2023,12/31/1969,Body of water
115954,ob_115954,HPAI_2023_SH_7,Schaffhausen,Schaffhausen,Other,1,2023-03-04T00:00:00.000+00:00,,159906,159906,8.6304,47.6969,,1,3/3/2023,12/31/1969,Other
115953,ob_115953,HPAI_2023_ZH_29,Seefeld,Zürich,Body of water,1,2023-03-03T00:00:00.000+00:00,,159906,159906,8.55,47.353,,1,3/2/2023,12/31/1969,Body of water
115952,ob_115952,HPAI_2023_VD_4,Lac Léman,Lac Léman,Body of water,1,2023-03-03T00:00:00.000+00:00,,159906,159906,6.8517,46.456,,1,3/2/2023,12/31/1969,Body of water
115951,ob_115951,HPAI_2023_NE_2,Neuenburgersee,Lac de Neuchâtel,Body of water,1,2023-03-03T00:00:00.000+00:00,,159906,159906,6.873,46.966,,1,3/2/2023,12/31/1969,Body of water
115950,ob_115950,HPAI_2023_LU_5,Baldeggersee,Baldeggersee,Body of water,1,2023-03-03T00:00:00.000+00:00,,159906,159906,8.275,47.185,,1,3/2/2023,12/31/1969,Body of water
115949,ob_115949,HPAI_2023_VD_3,Lac Léman,Lac Léman,Body of water,1,2023-03-02T00:00:00.000+00:00,,159906,159906,6.642,46.504,,1,3/1/2023,12/31/1969,Body of water
115948,ob_115948,HPAI_2023_TG_5,Ermatingen,Ermatingen,Other,1,2023-03-02T00:00:00.000+00:00,,159906,159906,9.085,47.674,,1,3/1/2023,12/31/1969,Other
115947,ob_115947,HPAI_2023_SH_6,Stein am Rhein,Stein am Rhein,Body of water,1,2023-03-02T00:00:00.000+00:00,,159906,159906,8.855,47.66,,1,3/1/2023,12/31/1969,Body of water
115946,ob_115946,HPAI_2023_NE_1,Neuenburgersee,Lac de Neuchâtel,Body of water,1,2023-03-02T00:00:00.000+00:00,,159906,159906,6.933,46.99,,1,3/1/2023,12/31/1969,Body of water
115945,ob_115945,HPAI_2023_BE_1,Bätterkinden,Kräiligen,Other,1,2023-03-02T00:00:00.000+00:00,,159906,159906,7.535,47.152,,1,3/1/2023,12/31/1969,Other
115467,ob_115467,HPAI_2023_ZH_28,Thalwil,Thalwil,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.569,47.296,,1,2/28/2023,12/31/1969,Body of water
115465,ob_115465,HPAI_2023_ZH_27,Oberrieden,Oberrieden,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.584,47.274,,1,2/28/2023,12/31/1969,Body of water
115464,ob_115464,HPAI_2023_ZH_26,Zürichsee,Küsnacht,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.575,47.317,,1,2/28/2023,12/31/1969,Body of water
115462,ob_115462,HPAI_2023_ZH_25,Horgen-Sihlbrugg Dorf,Horgen,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.607,47.259,,1,2/28/2023,12/31/1969,Body of water
115460,ob_115460,HPAI_2023_ZH_24,Dietikon,Dietikon,Other,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.419,47.401,,1,2/28/2023,12/31/1969,Other
115458,ob_115458,HPAI_2023_ZH_23,Enge,Enge,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.538,47.364,,1,2/28/2023,12/31/1969,Body of water
115454,ob_115454,HPAI_2023_VD_2,Neuenburgersee,Lac de Neuchâtel,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,6.644,46.787,,1,2/28/2023,12/31/1969,Body of water
115449,ob_115449,HPAI_2023_TG_4,Romanshorn,Romanshorn,Body of water,1,2023-03-01T00:00:00.000+00:00,,159738,159738,9.38,47.565,,2,2/28/2023,12/31/1969,Body of water
115446,ob_115446,HPAI_2023_SH_5,Stein am Rhein,Stein am Rhein,Other,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.862,47.658,,1,2/28/2023,12/31/1969,Other
115443,ob_115443,HPAI_2023_LU_4,Littau,Littau,Other,1,2023-03-01T00:00:00.000+00:00,,159738,159738,8.289,47.056,,1,2/28/2023,12/31/1969,Other
115442,ob_115442,HPAI_2023_SH_4,Hemishofen,Hemishofen,Other,1,2023-02-27T00:00:00.000+00:00,,159738,159738,8.818,47.685,,1,2/26/2023,12/31/1969,Other
115440,ob_115440,HPAI_2023_ZG_4,Risch,Risch,Other,1,2023-02-26T00:00:00.000+00:00,,159738,159738,8.428,47.146,,1,2/25/2023,12/31/1969,Other
115438,ob_115438,HPAI_2023_FR_1,Murtensee,Murtensee,Body of water,1,2023-02-24T00:00:00.000+00:00,,159738,159738,7.103,46.932,,1,2/23/2023,12/31/1969,Body of water
115437,ob_115437,HPAI_2023_ZH_22,Wädenswil,Wädenswil,Body of water,1,2023-02-23T00:00:00.000+00:00,,159738,159738,8.676,47.228,,1,2/22/2023,12/31/1969,Body of water
115436,ob_115436,HPAI_2023_ZH_21,Zürichsee,Meilen,Body of water,1,2023-02-23T00:00:00.000+00:00,,159738,159738,8.641,47.267,,1,2/22/2023,12/31/1969,Body of water
115435,ob_115435,HPAI_2023_ZH_20,Zürichsee,Küsnacht,Body of water,1,2023-02-23T00:00:00.000+00:00,,159738,159738,8.583,47.309,,1,2/22/2023,12/31/1969,Body of water
115434,ob_115434,HPAI_2023_ZH_19,Kilchberg,Kilchberg,Body of water,1,2023-02-23T00:00:00.000+00:00,,159738,159738,8.551,47.323,,1,2/22/2023,12/31/1969,Body of water
115432,ob_115432,HPAI_2023_VD_1,Coinsins,Coinsins,Other,1,2023-02-23T00:00:00.000+00:00,,159738,159738,6.237,46.424,,1,2/22/2023,12/31/1969,Other
115430,ob_115430,HPAI_2023_ZG_3,Zugersee,Zugersee,Body of water,1,2023-02-21T00:00:00.000+00:00,,159738,159738,8.487,47.178,,1,2/20/2023,12/31/1969,Body of water
115429,ob_115429,HPAI_2023_ZG_2,Hünenberg,Zugersee,Body of water,1,2023-02-22T00:00:00.000+00:00,,159738,159738,8.454,47.174,,1,2/21/2023,12/31/1969,Body of water
115427,ob_115427,HPAI_2023_BL_1,Pratteln,Augst,Other,1,2023-02-22T00:00:00.000+00:00,,159738,159738,7.708,47.536,,1,2/21/2023,12/31/1969,Other
114788,ob_114788,HPAI_2023_ZH_18,Dietikon,Unterengstringen,Other,1,2023-02-22T00:00:00.000+00:00,,159567,159567,8.418,47.401,,1,2/21/2023,12/31/1969,Other
114787,ob_114787,HPAI_2023_SH_3,Schaffhausen,Schaffhausen,Other,1,2023-02-22T00:00:00.000+00:00,,159567,159567,8.632,47.697,,1,2/21/2023,12/31/1969,Other
114786,ob_114786,HPAI_2023_TG_3,Münsterlingen,Landschlacht,Body of water,1,2023-02-21T00:00:00.000+00:00,,159567,159567,9.248,47.63,,1,2/20/2023,12/31/1969,Body of water
114785,ob_114785,HPAI_2023_LU_3,Lucerne,Luzern,Other,1,2023-02-21T00:00:00.000+00:00,,159567,159567,8.314,47.047,,1,2/20/2023,12/31/1969,Other
114784,ob_114784,HPAI_2023_SH_2,Schaffhausen,Schaffhausen,Other,1,2023-02-20T00:00:00.000+00:00,,159567,159567,8.632,47.697,,2,2/19/2023,12/31/1969,Other
114783,ob_114783,HPAI_2023_ZG_1,Zugersee,Zug,Body of water,1,2023-02-18T00:00:00.000+00:00,,159567,159567,8.512,47.164,,1,2/17/2023,12/31/1969,Body of water
114782,ob_114782,HPAI_2023_TG_2,Untersee,Ermatingen,Body of water,1,2023-02-17T00:00:00.000+00:00,,159567,159567,9.088,47.675,,1,2/16/2023,12/31/1969,Body of water
114781,ob_114781,HPAI_2023_AG_1,Döttingen,Döttingen,Other,1,2023-02-16T00:00:00.000+00:00,,159567,159567,8.256,47.577,,1,2/15/2023,12/31/1969,Other
114373,ob_114373,HPAI_2023_ZH_17,Kilchberg,Kilchberg,Body of water,1,2023-02-14T00:00:00.000+00:00,,159448,159448,8.545,47.333,,1,2/13/2023,12/31/1969,Body of water
114371,ob_114371,HPAI_2023_ZH_16,Seefeld,Seefeld,Body of water,1,2023-02-14T00:00:00.000+00:00,,159448,159448,8.541,47.366,,1,2/13/2023,12/31/1969,Body of water
114370,ob_114370,HPAI_2023_ZH_15,Seefeld,Seefeld,Body of water,1,2023-02-14T00:00:00.000+00:00,,159448,159448,8.548,47.357,,1,2/13/2023,12/31/1969,Body of water
114170,ob_114170,HPAI_2023_BS_7,Basel,Basel-Stadt,Other,1,2023-02-10T00:00:00.000+00:00,,159352,159352,7.603,47.557,,1,2/9/2023,12/31/1969,Other
114169,ob_114169,HPAI_2023_ZH_14,Wollishofen,Wollishofen,Other,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.536,47.338,,1,2/12/2023,12/31/1969,Other
114168,ob_114168,HPAI_2023_ZH_13,Greifensee (lake),Greifensee,Body of water,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.676,47.364,,1,2/12/2023,12/31/1969,Body of water
114167,ob_114167,HPAI_2023_ZH_12,Seefeld,Seefeld,Body of water,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.553,47.352,,1,2/12/2023,12/31/1969,Body of water
114165,ob_114165,HPAI_2023__ZH_11,Enge,Enge,Other,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.536,47.368,,1,2/12/2023,12/31/1969,Other
114164,ob_114164,HPAI_2023_ZH_10,Küsnacht,Küsnacht,Other,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.584,47.316,,1,2/12/2023,12/31/1969,Other
114163,ob_114163,HPAI_2023_ZH_9,Seefeld,Seefeld,Body of water,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.542,47.368,,1,2/12/2023,12/31/1969,Body of water
114162,ob_114162,HPAI_2023_ZH_8,Seefeld,Seefeld,Body of water,1,2023-02-13T00:00:00.000+00:00,,159352,159352,8.548,47.346,,1,2/12/2023,12/31/1969,Body of water
114161,ob_114161,HPAI_2023_ZH_7,Seefeld,Seefeld,Body of water,1,2023-02-10T00:00:00.000+00:00,,159352,159352,8.539,47.365,,1,2/9/2023,12/31/1969,Body of water
114160,ob_114160,HPAI_2023_ZH_6,Seefeld,Seefeld,Body of water,1,2023-02-09T00:00:00.000+00:00,,159352,159352,8.546,47.36,,1,2/8/2023,12/31/1969,Body of water
114159,ob_114159,HPAI_2023_ZH_5,Seefeld,Seefeld,Body of water,1,2023-02-10T00:00:00.000+00:00,,159352,159352,8.554,47.351,,1,2/9/2023,12/31/1969,Body of water
114158,ob_114158,HPAI_2023_TG_1,Uttwil,Uttwil,Other,1,2023-02-10T00:00:00.000+00:00,,159352,159352,9.344,47.585,,1,2/9/2023,12/31/1969,Other
114157,ob_114157,HPAI_2023_BS_6,Basel,Basel-Stadt,Other,1,2023-02-06T00:00:00.000+00:00,,159352,159352,7.5876,47.5845,,1,2/5/2023,12/31/1969,Other
114156,ob_114156,HPAI_2023_BS_5,Basel,Basel-Stadt,Other,1,2023-02-06T00:00:00.000+00:00,,159352,159352,7.584,47.563,,1,2/5/2023,12/31/1969,Other
113929,ob_113929,HPAI_2023_LU_2,Oberkirch,Oberkirch,Body of water,1,2023-02-13T00:00:00.000+00:00,,159292,159352,8.125,47.156,,1,2/12/2023,12/31/1969,Body of water
113928,ob_113928,HPAI_2023_BS_3,Basel,Basel-Stadt,Other,1,2023-01-31T00:00:00.000+00:00,,159292,159352,7.591,47.588,,1,1/30/2023,12/31/1969,Other
114153,ob_114153,HPAI_2023_BS_4,Basel,Basel-Stadt,Other,1,2023-02-03T00:00:00.000+00:00,,159352,159352,7.603,47.565,,1,2/2/2023,12/31/1969,Other
114155,ob_114155,HPAI_2023_ZH_4,Escher Wyss,Zürich,Other,1,2023-02-07T00:00:00.000+00:00,,159352,159352,8.521,47.392,,1,2/6/2023,12/31/1969,Other
113817,ob_113817,HPAI_2023_ZH_3,Trüllikon,Zurich,Backyard,1,2023-02-03T00:00:00.000+00:00,,159251,159352,8.6944,47.6369,,2,2/2/2023,12/31/1969,Backyard
113225,ob_113225,HPAI_2023_ZH_2,Zollikon,Rehalp,Other,1,2023-01-26T00:00:00.000+00:00,,159089,159089,8.581,47.353,,1,1/25/2023,12/31/1969,Other
113223,ob_113223,HPAI_2023_LU_1,Sursee,Sursee,Other,1,2023-01-26T00:00:00.000+00:00,,159089,159089,8.107,47.173,,1,1/25/2023,12/31/1969,Other
113224,ob_113224,HPAI_2023_ZH_1,Wollishofen,Wollishofen,Other,1,2023-01-23T00:00:00.000+00:00,,159089,159089,8.539,47.337,,1,1/22/2023,12/31/1969,Other
113222,ob_113222,HPAI_2023_BS_2,Basel,Basel-Stadt,Other,1,2023-01-24T00:00:00.000+00:00,,159089,159089,7.598,47.557,,1,1/23/2023,12/31/1969,Other
112712,ob_112712,HPAI_2023_BS_1,Basel,Basel-Stadt,Zoo,1,2023-01-16T00:00:00.000+00:00,,158921,158921,7.5768,47.5464,,1,1/15/2023,12/31/1969,Zoo
112711,ob_112711,HPAI_2023_SH_1,Stein am Rhein,Stein am Rhein,Body of water,1,2023-01-12T00:00:00.000+00:00,,158921,158921,8.859,47.657,,1,1/11/2023,12/31/1969,Body of water
109725,ob_109725,HPAI_2022_TI_1,San Nazzaro,San Nazzaro,Body of water,1,2022-11-28T00:00:00.000+00:00,,158112,158333,8.804,46.132,,1,11/27/2022,12/31/1969,Body of water
109048,ob_109048,HPAI_2022_ZH_1,Seuzach,Seuzach,Other,1,2022-11-14T00:00:00.000+00:00,,157928,158333,8.737,47.543,The two birds have been found in a parcel of land in the municipality of Seuzach where around 100 birds of several species are kept in an aviary and in a natural pond .
A wild grey heron (Ardea cinerea) was found dead  on 14.11.2022. Samples were sent to the National Reference Center for Poultry and Rabbit Diseases (NRGK Zurich Switzerland) where they tested positive for avian influenza of the subtype H5N1 in RT-qPCR on Datum. Confirmation and sequencing analyses were carried out at the Institute of Virology and lmmunology (IVI Mittelhäusern Switzerland) where highly pathogenic avian influenza was confirmed on Datum.
A peacock (Pavo cristatus) was found dead on 16.11. Samples were sent to the National Reference Center for Poultry and Rabbit Diseases (NRGK Zurich Switzerland) where they tested positive for avian influenza of the subtype H5N1 in RT-qPCR on Datum. Confirmation and sequencing analyses were carried out at the Institute of Virology and lmmunology (IVI Mittelhäusern Switzerland) where highly pathogenic avian influenza was confirmed on 18.11.2022.
Epidemiological investigations are ongoing. There have been no movements of animals or products of animal origin from the establishment.  However the pond is umaccessible for wild birds.
The establishment has been put under movement restriction . Killing and sampling of remaining birds is under preparation. Further measures such as establishing a protection and a surveillance zone are foreseen for the next days.

On the pond 59 birds have been captured killed and sampled. Subsequently deterrent measures have been put in place in order to prevent incoming wild birds from settling. 24 of these samples have been tested positive for avian influenza in real-time Reverse-Transcription PCR on November 21 2022.
The aviary has been isolated. All 60 birds have been sampled laboratory results are negative. The aviary stays isolated and under clinical and laboratory supervision.
Decontamination of the premise has been completed on November 24 2022. Epidemiological investigations exclude a link to other poultry establishments.
,2,11/13/2022,12/31/1969,Other
110593,ob_110593,HPAI_2022_TG_1,Untersee,Steckborn,Other,1,2022-12-08T00:00:00.000+00:00,,158333,158333,8.983,47.669,,1,12/7/2022,12/31/1969,Other
110120,ob_110120,HPAI_2022_TI_2,Lago Maggiore ( Langensee),Tenero,Body of water,1,2022-12-08T00:00:00.000+00:00,,158209,158209,8.846,46.172,,1,12/7/2022,12/31/1969,Body of water
