country,eventID,startDate,endDate
Spain,4570,2022-08-01T00:00:00.000+00:00,2022-11-21T23:00:00.000+00:00
United Kingdom,4528,2022-07-11T00:00:00.000+00:00,2022-10-12T23:00:00.000+00:00
United Kingdom,4344,2022-02-22T00:00:00.000+00:00,2022-10-12T23:00:00.000+00:00
Portugal,4600,2022-08-29T00:00:00.000+00:00,2022-10-31T00:00:00.000+00:00
United Kingdom,4248,2022-01-11T00:00:00.000+00:00,2022-08-07T23:00:00.000+00:00
Poland,4620,2022-09-19T22:00:00.000+00:00,2022-10-03T22:00:00.000+00:00
Serbia,4034,2021-10-18T00:00:00.000+00:00,2022-04-25T22:00:00.000+00:00
Nepal,4285,2022-01-17T00:00:00.000+00:00,2022-11-01T23:00:00.000+00:00
Algeria,4641,2022-09-24T22:00:00.000+00:00,
Russia,4607,2022-08-15T00:00:00.000+00:00,2022-10-25T21:00:00.000+00:00
Vietnam,4221,2021-10-12T00:00:00.000+00:00,
Russia,4483,2022-05-26T00:00:00.000+00:00,2022-10-27T21:00:00.000+00:00
Nigeria,4674,2022-03-30T23:00:00.000+00:00,2022-08-18T22:00:00.000+00:00
Serbia,4692,2021-12-21T23:00:00.000+00:00,2022-06-20T22:00:00.000+00:00
United Kingdom,4669,2022-10-11T23:00:00.000+00:00,2022-10-11T23:00:00.000+00:00
Mexico,4667,2022-10-08T22:00:00.000+00:00,2022-10-16T22:00:00.000+00:00
Russia,4595,2022-08-17T00:00:00.000+00:00,2022-10-06T21:00:00.000+00:00
Italy,4060,2021-10-28T00:00:00.000+00:00,2022-09-06T00:00:00.000+00:00
Reunion,4645,2022-10-01T22:00:00.000+00:00,
Portugal,4583,2022-07-27T00:00:00.000+00:00,2022-09-21T22:00:00.000+00:00
Reunion,4646,2022-10-01T22:00:00.000+00:00,
Russia,4562,2022-07-22T00:00:00.000+00:00,2022-08-31T21:00:00.000+00:00
Sweden,4048,2021-10-26T00:00:00.000+00:00,2022-07-26T00:00:00.000+00:00
Japan,4288,2022-01-02T00:00:00.000+00:00,2022-05-14T00:00:00.000+00:00
Russia,4484,2022-05-28T00:00:00.000+00:00,2022-10-05T21:00:00.000+00:00
Ireland,4524,2022-07-04T00:00:00.000+00:00,2022-11-18T00:00:00.000+00:00
Moldova,4565,2022-07-31T00:00:00.000+00:00,2022-09-13T00:00:00.000+00:00
Poland,4535,2022-07-18T00:00:00.000+00:00,2022-08-18T00:00:00.000+00:00
Croatia,4486,2022-05-25T00:00:00.000+00:00,2022-07-01T22:00:00.000+00:00
Albania,4375,2022-03-18T00:00:00.000+00:00,2022-03-23T00:00:00.000+00:00
Nepal,4337,2022-02-22T00:00:00.000+00:00,2022-08-14T00:00:00.000+00:00
Romania,4076,2021-11-03T00:00:00.000+00:00,2022-03-18T00:00:00.000+00:00
Moldova,4456,2022-05-13T00:00:00.000+00:00,2022-07-25T00:00:00.000+00:00
Hungary,4427,2022-04-19T00:00:00.000+00:00,2022-06-02T00:00:00.000+00:00
Italy,4017,2021-10-18T00:00:00.000+00:00,2022-04-26T00:00:00.000+00:00
Hungary,4454,2022-05-10T00:00:00.000+00:00,2022-06-07T00:00:00.000+00:00
Japan,4395,2022-03-31T00:00:00.000+00:00,2022-04-01T00:00:00.000+00:00
Hungary,4488,2022-06-07T00:00:00.000+00:00,2022-06-14T00:00:00.000+00:00
China (People's Rep. of),4553,2022-07-07T00:00:00.000+00:00,
Russia,4433,2022-04-15T00:00:00.000+00:00,2022-06-24T00:00:00.000+00:00
Hungary,4418,2022-04-17T00:00:00.000+00:00,2022-06-02T00:00:00.000+00:00
Germany,4083,2021-11-17T00:00:00.000+00:00,2022-05-23T00:00:00.000+00:00
Slovakia,4467,2022-05-24T00:00:00.000+00:00,2022-06-27T00:00:00.000+00:00
Switzerland,4108,2021-11-23T00:00:00.000+00:00,2022-04-30T00:00:00.000+00:00
Hungary,4411,2022-04-13T00:00:00.000+00:00,2022-06-02T00:00:00.000+00:00
Portugal,4508,2022-06-22T00:00:00.000+00:00,2022-06-22T00:00:00.000+00:00
Germany,4491,2022-06-02T00:00:00.000+00:00,2022-07-08T00:00:00.000+00:00
Chinese Taipei,4506,2022-05-24T00:00:00.000+00:00,2022-05-29T00:00:00.000+00:00
Austria,4105,2021-11-23T00:00:00.000+00:00,2022-07-25T22:00:00.000+00:00
Poland,4050,2021-11-03T00:00:00.000+00:00,2022-06-14T00:00:00.000+00:00
Japan,4072,2021-11-12T00:00:00.000+00:00,2022-06-23T00:00:00.000+00:00
Poland,4055,2021-11-05T00:00:00.000+00:00,2022-03-24T00:00:00.000+00:00
Poland,4183,2021-12-05T00:00:00.000+00:00,2022-04-15T00:00:00.000+00:00
Ireland,4049,2021-10-29T00:00:00.000+00:00,2022-06-14T00:00:00.000+00:00
Poland,4047,2021-11-01T00:00:00.000+00:00,2022-04-25T00:00:00.000+00:00
Greece,4165,2021-12-06T00:00:00.000+00:00,2022-06-06T00:00:00.000+00:00
Guinea,4480,2022-04-18T00:00:00.000+00:00,
China (People's Rep. of),4110,2021-11-20T00:00:00.000+00:00,2022-01-30T00:00:00.000+00:00
China (People's Rep. of),3122,2020-01-24T00:00:00.000+00:00,2020-04-05T00:00:00.000+00:00
China (People's Rep. of),2856,2019-03-26T00:00:00.000+00:00,2019-06-29T00:00:00.000+00:00
China (People's Rep. of),2588,2018-06-12T00:00:00.000+00:00,2018-08-22T00:00:00.000+00:00
Norway,4069,2021-11-10T00:00:00.000+00:00,2022-04-20T22:00:00.000+00:00
Germany,4140,2021-12-01T00:00:00.000+00:00,2022-01-10T00:00:00.000+00:00
Germany,4027,2021-10-22T00:00:00.000+00:00,2022-04-26T00:00:00.000+00:00
Germany,4168,2021-12-09T00:00:00.000+00:00,2022-03-28T00:00:00.000+00:00
Germany,4071,2021-11-08T00:00:00.000+00:00,2022-05-08T00:00:00.000+00:00
Germany,4059,2021-11-06T00:00:00.000+00:00,2022-04-25T00:00:00.000+00:00
Germany,4039,2021-10-29T00:00:00.000+00:00,2022-04-11T00:00:00.000+00:00
Germany,4139,2021-11-30T00:00:00.000+00:00,2022-04-29T00:00:00.000+00:00
Gabon,4461,2022-04-13T00:00:00.000+00:00,
North Macedonia,4336,2022-02-17T00:00:00.000+00:00,2022-05-18T00:00:00.000+00:00
North Macedonia,4329,2022-02-04T00:00:00.000+00:00,2022-05-18T00:00:00.000+00:00
Czech Republic,4052,2021-11-01T00:00:00.000+00:00,2022-05-17T00:00:00.000+00:00
Namibia,4260,2022-01-13T00:00:00.000+00:00,2022-05-02T00:00:00.000+00:00
Belgium,4385,2022-03-28T00:00:00.000+00:00,2022-04-29T00:00:00.000+00:00
Czech Republic,4457,2022-01-03T00:00:00.000+00:00,2022-01-15T00:00:00.000+00:00
Israel,4125,2021-01-03T00:00:00.000+00:00,2022-02-22T00:00:00.000+00:00
Portugal,4214,2022-01-01T00:00:00.000+00:00,2022-04-16T00:00:00.000+00:00
Portugal,4216,2021-12-30T00:00:00.000+00:00,2022-04-16T00:00:00.000+00:00
Portugal,4208,2021-12-28T00:00:00.000+00:00,2022-04-16T00:00:00.000+00:00
Portugal,4197,2021-12-22T00:00:00.000+00:00,2022-01-31T00:00:00.000+00:00
Slovakia,4098,2021-11-24T00:00:00.000+00:00,2022-03-18T00:00:00.000+00:00
Slovakia,4097,2021-11-24T00:00:00.000+00:00,2022-03-08T00:00:00.000+00:00
Croatia,4092,2021-11-12T00:00:00.000+00:00,2022-05-06T00:00:00.000+00:00
Romania,4365,2022-03-17T00:00:00.000+00:00,2022-05-06T00:00:00.000+00:00
Iceland,4439,2022-04-15T00:00:00.000+00:00,2022-04-15T00:00:00.000+00:00
India,4322,2022-01-18T00:00:00.000+00:00,
Croatia,4245,2022-01-10T00:00:00.000+00:00,2022-03-01T00:00:00.000+00:00
Bulgaria,4138,2021-11-15T00:00:00.000+00:00,2022-04-12T00:00:00.000+00:00
Spain,4252,2022-01-13T00:00:00.000+00:00,2022-05-02T00:00:00.000+00:00
Iceland,4397,2021-10-08T00:00:00.000+00:00,2021-10-08T00:00:00.000+00:00
Montenegro,4396,2022-04-04T00:00:00.000+00:00,
Chinese Taipei,4192,2021-12-15T00:00:00.000+00:00,2021-12-19T00:00:00.000+00:00
Korea (Rep. of),4045,2021-10-26T00:00:00.000+00:00,
Mali,4391,2022-03-03T00:00:00.000+00:00,
Hungary,4107,2021-11-22T00:00:00.000+00:00,2022-02-10T00:00:00.000+00:00
Hungary,4104,2021-11-22T00:00:00.000+00:00,2022-01-21T00:00:00.000+00:00
Hungary,4106,2021-11-22T00:00:00.000+00:00,2021-12-23T00:00:00.000+00:00
Hungary,4090,2021-11-20T00:00:00.000+00:00,2022-01-06T00:00:00.000+00:00
Hungary,4089,2021-11-19T00:00:00.000+00:00,2022-01-06T00:00:00.000+00:00
Hungary,4077,2021-11-15T00:00:00.000+00:00,2022-02-04T00:00:00.000+00:00
Russia,4303,2022-01-31T00:00:00.000+00:00,2022-03-28T00:00:00.000+00:00
Belgium,4161,2021-12-03T00:00:00.000+00:00,2022-03-25T00:00:00.000+00:00
Romania,4321,2022-02-10T00:00:00.000+00:00,2022-03-14T00:00:00.000+00:00
Faeroe Islands,4189,2021-09-15T00:00:00.000+00:00,2022-01-20T00:00:00.000+00:00
Russia,4177,2021-12-10T00:00:00.000+00:00,2022-02-25T00:00:00.000+00:00
Denmark,4317,2022-02-10T00:00:00.000+00:00,2022-02-10T00:00:00.000+00:00
Israel,4004,2021-10-11T00:00:00.000+00:00,2022-01-12T00:00:00.000+00:00
Russia,4278,2022-01-22T00:00:00.000+00:00,2022-02-15T00:00:00.000+00:00
Moldova,4268,2022-01-01T00:00:00.000+00:00,2022-02-25T00:00:00.000+00:00
Cameroon,4319,2022-01-29T00:00:00.000+00:00,
Senegal,4308,2022-01-25T00:00:00.000+00:00,2022-02-24T00:00:00.000+00:00
Slovenia,4203,2021-12-27T00:00:00.000+00:00,2022-01-27T00:00:00.000+00:00
India,4171,2021-11-21T00:00:00.000+00:00,
Ireland,4324,2022-02-03T00:00:00.000+00:00,2022-02-15T00:00:00.000+00:00
Senegal,3476,2020-12-23T00:00:00.000+00:00,2021-01-07T00:00:00.000+00:00
Senegal,3534,2021-01-14T00:00:00.000+00:00,2021-01-14T00:00:00.000+00:00
Denmark,4190,2021-12-18T00:00:00.000+00:00,2022-01-06T00:00:00.000+00:00
Czech Republic,4084,2021-11-17T00:00:00.000+00:00,2022-04-16T00:00:00.000+00:00
Slovakia,4304,2021-12-26T00:00:00.000+00:00,2022-02-01T00:00:00.000+00:00
Slovakia,4093,2021-11-19T00:00:00.000+00:00,2022-01-31T00:00:00.000+00:00
Hong Kong,4271,2022-01-21T00:00:00.000+00:00,2022-01-21T00:00:00.000+00:00
Sweden,4174,2021-12-11T00:00:00.000+00:00,2021-12-28T00:00:00.000+00:00
Slovenia,4202,2021-12-26T00:00:00.000+00:00,2022-01-26T00:00:00.000+00:00
Cote D'Ivoire,4275,2021-11-21T00:00:00.000+00:00,
Cote D'Ivoire,4274,2021-11-10T00:00:00.000+00:00,
France,4184,2021-12-14T00:00:00.000+00:00,2022-01-11T00:00:00.000+00:00
Burkina Faso,4267,2021-12-15T00:00:00.000+00:00,
Ireland,4086,2021-11-19T00:00:00.000+00:00,2021-12-23T00:00:00.000+00:00
Russia,4040,2021-10-26T00:00:00.000+00:00,2021-11-30T00:00:00.000+00:00
Russia,3786,2021-06-25T00:00:00.000+00:00,2021-11-22T00:00:00.000+00:00
Togo,4033,2021-10-31T00:00:00.000+00:00,2022-01-17T00:00:00.000+00:00
Togo,3783,2021-06-01T00:00:00.000+00:00,2022-01-17T00:00:00.000+00:00
Togo,3919,2021-08-17T00:00:00.000+00:00,2022-01-17T00:00:00.000+00:00
Togo,3850,2021-07-28T00:00:00.000+00:00,
Togo,4246,2022-01-01T00:00:00.000+00:00,
Norway,4087,2021-11-09T00:00:00.000+00:00,2022-01-10T00:00:00.000+00:00
Croatia,4111,2021-11-18T00:00:00.000+00:00,2022-01-04T00:00:00.000+00:00
Niger,3607,2021-03-13T00:00:00.000+00:00,2021-07-15T00:00:00.000+00:00
Hong Kong,4188,2021-12-16T00:00:00.000+00:00,2021-12-16T00:00:00.000+00:00
Latvia,3748,2021-06-02T00:00:00.000+00:00,2021-06-03T00:00:00.000+00:00
Russia,3895,2021-08-20T00:00:00.000+00:00,2021-12-03T00:00:00.000+00:00
Finland,3723,2021-05-12T00:00:00.000+00:00,2021-11-14T00:00:00.000+00:00
Estonia,4185,2021-11-08T00:00:00.000+00:00,2021-11-25T00:00:00.000+00:00
Italy,4014,2021-10-11T00:00:00.000+00:00,2021-10-21T00:00:00.000+00:00
Bosnia and Herzegovina,4065,2021-10-28T00:00:00.000+00:00,2021-11-30T00:00:00.000+00:00
Portugal,4144,2021-11-30T00:00:00.000+00:00,2021-12-06T00:00:00.000+00:00
India,4096,2021-11-06T00:00:00.000+00:00,
Benin,4198,2021-10-05T00:00:00.000+00:00,
Russia,3939,2021-08-27T00:00:00.000+00:00,2021-10-29T00:00:00.000+00:00
United Kingdom,3438,2020-12-03T00:00:00.000+00:00,2021-07-27T00:00:00.000+00:00
Sweden,3816,2021-05-25T00:00:00.000+00:00,2021-09-22T00:00:00.000+00:00
Cote D'Ivoire,3861,2021-07-15T00:00:00.000+00:00,2021-10-11T00:00:00.000+00:00
India,3532,2021-01-14T00:00:00.000+00:00,
United Kingdom,3452,2020-12-13T00:00:00.000+00:00,2021-05-06T00:00:00.000+00:00
Botswana,3924,2021-07-24T00:00:00.000+00:00,
France,3626,2021-03-17T00:00:00.000+00:00,2021-03-17T00:00:00.000+00:00
Germany,3684,2021-03-11T00:00:00.000+00:00,2021-06-21T00:00:00.000+00:00
Czech Republic,3971,2021-09-27T00:00:00.000+00:00,2021-10-29T00:00:00.000+00:00
Germany,3498,2020-12-27T00:00:00.000+00:00,2021-07-29T00:00:00.000+00:00
Germany,3749,2021-04-20T00:00:00.000+00:00,2021-06-25T00:00:00.000+00:00
Germany,3729,2021-02-22T00:00:00.000+00:00,2021-05-21T00:00:00.000+00:00
Poland,3872,2021-04-20T00:00:00.000+00:00,2021-04-21T00:00:00.000+00:00
India,3934,2021-01-21T00:00:00.000+00:00,
Lesotho,3741,2021-05-22T00:00:00.000+00:00,2021-07-14T00:00:00.000+00:00
Vietnam,3270,2020-07-23T00:00:00.000+00:00,2021-06-18T00:00:00.000+00:00
Germany,3705,2021-04-14T00:00:00.000+00:00,2021-05-17T00:00:00.000+00:00
Germany,3695,2021-02-23T00:00:00.000+00:00,2021-06-10T00:00:00.000+00:00
Ghana,3826,2021-06-26T00:00:00.000+00:00,
Netherlands,3374,2020-10-16T00:00:00.000+00:00,2021-07-07T00:00:00.000+00:00
Germany,3732,2021-04-29T00:00:00.000+00:00,2021-05-04T00:00:00.000+00:00
Netherlands,3448,2020-12-14T00:00:00.000+00:00,2021-07-07T00:00:00.000+00:00
Cambodia,3490,2021-01-05T00:00:00.000+00:00,2021-01-13T00:00:00.000+00:00
Laos,3386,2020-08-16T00:00:00.000+00:00,2020-12-30T00:00:00.000+00:00
Hungary,3656,2021-04-10T00:00:00.000+00:00,2021-04-15T00:00:00.000+00:00
Mali,3686,2021-04-09T00:00:00.000+00:00,
Mali,3663,2021-03-13T00:00:00.000+00:00,
Niger,3582,2021-02-17T00:00:00.000+00:00,
Denmark,3707,2021-03-01T00:00:00.000+00:00,2021-05-14T00:00:00.000+00:00
India,3497,2021-01-06T00:00:00.000+00:00,
India,3531,2021-01-08T00:00:00.000+00:00,
Italy,3447,2020-11-21T00:00:00.000+00:00,2021-03-01T00:00:00.000+00:00
India,3210,2020-02-15T00:00:00.000+00:00,2020-09-30T00:00:00.000+00:00
India,3211,2020-02-23T00:00:00.000+00:00,2020-09-30T00:00:00.000+00:00
Mauritania,3540,2021-01-27T00:00:00.000+00:00,
India,3207,2020-03-15T00:00:00.000+00:00,2020-09-30T00:00:00.000+00:00
India,3206,2020-03-10T00:00:00.000+00:00,2020-09-04T00:00:00.000+00:00
India,3209,2020-03-20T00:00:00.000+00:00,2020-09-30T00:00:00.000+00:00
India,3168,2020-03-03T00:00:00.000+00:00,2020-09-30T00:00:00.000+00:00
India,3090,2019-12-07T00:00:00.000+00:00,2020-05-13T00:00:00.000+00:00
Vietnam,3191,2020-04-16T00:00:00.000+00:00,2020-05-27T00:00:00.000+00:00
India,3172,2020-02-08T00:00:00.000+00:00,2020-02-08T00:00:00.000+00:00
Denmark,3115,2020-01-27T00:00:00.000+00:00,2020-02-04T00:00:00.000+00:00
India,3140,2020-01-20T00:00:00.000+00:00,2020-09-04T00:00:00.000+00:00
Nigeria,1687,2014-12-24T00:00:00.000+00:00,2017-02-16T00:00:00.000+00:00
Hong Kong,3113,2006-01-10T00:00:00.000+00:00,2007-01-17T00:00:00.000+00:00
Vietnam,3135,2020-02-11T00:00:00.000+00:00,2020-03-19T00:00:00.000+00:00
Nepal,2839,2019-02-14T00:00:00.000+00:00,2019-05-08T00:00:00.000+00:00
Denmark,2936,2019-06-25T00:00:00.000+00:00,2019-07-01T00:00:00.000+00:00
Nepal,2930,2019-06-11T00:00:00.000+00:00,2019-09-02T00:00:00.000+00:00
India,2808,2019-01-25T00:00:00.000+00:00,2019-09-02T00:00:00.000+00:00
India,2765,2018-12-07T00:00:00.000+00:00,2019-07-17T00:00:00.000+00:00
India,2775,2018-11-15T00:00:00.000+00:00,2019-07-05T00:00:00.000+00:00
Vietnam,2905,2019-05-04T00:00:00.000+00:00,2019-06-04T00:00:00.000+00:00
Bhutan,2867,2019-04-06T00:00:00.000+00:00,2019-06-03T00:00:00.000+00:00
Nepal,2847,2019-03-17T00:00:00.000+00:00,2019-03-22T00:00:00.000+00:00
Togo,2534,2018-03-27T00:00:00.000+00:00,2019-03-25T00:00:00.000+00:00
Vietnam,2774,2018-12-21T00:00:00.000+00:00,2019-01-21T00:00:00.000+00:00
Laos,2714,2018-10-10T00:00:00.000+00:00,2018-11-30T00:00:00.000+00:00
